CBSA,ZIP,Locale,State,CBSA Title
NULL,28714,Burnsville,NC,NULL
31080,92657,Newport Coast,CA,"Los Angeles-Long Beach-Anaheim, CA"
14460,03820,Dover,NH,"Boston-Cambridge-Newton, MA-NH"
16980,46385,Valparaiso,IN,"Chicago-Naperville-Elgin, IL-IN-WI"
33460,55403,Minneapolis,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
33260,79707,Midland,TX,"Midland, TX"
35980,06340,Groton,CT,"Norwich-New London, CT"
NULL,21283,Baltimore,MD,NULL
NULL,57438,Faulkton,SD,NULL
16980,60010,South Barrington,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
19100,75243,Dallas,TX,"Dallas-Fort Worth-Arlington, TX"
NULL,22715,Brightwood,VA,NULL
31340,24551,Forest,VA,"Lynchburg, VA"
NULL,60948,Loda,IL,NULL
35620,08844,Hillsborough,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
31080,91030,South Pasadena,CA,"Los Angeles-Long Beach-Anaheim, CA"
19780,50310,Des Moines,IA,"Des Moines-West Des Moines, IA"
38060,85266,Scottsdale,AZ,"Phoenix-Mesa-Chandler, AZ"
49020,26755,Kirby,WV,"Winchester, VA-WV"
23860,29442,Georgetown,SC,"Georgetown, SC"
38300,15057,Mc Donald,PA,"Pittsburgh, PA"
17460,44124,Mayfield Heights,OH,"Cleveland-Elyria, OH"
14460,02135,Brighton,MA,"Boston-Cambridge-Newton, MA-NH"
23860,29440,Georgetown,SC,"Georgetown, SC"
36740,34741,Kissimmee,FL,"Orlando-Kissimmee-Sanford, FL"
19100,75230,Dallas,TX,"Dallas-Fort Worth-Arlington, TX"
41740,92083,Vista,CA,"San Diego-Chula Vista-Carlsbad, CA"
NULL,09139,APO,AE,NULL
35620,10163,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
33100,33334,Fort Lauderdale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
14460,03842,Hampton,NH,"Boston-Cambridge-Newton, MA-NH"
10420,44202,Aurora,OH,"Akron, OH"
29820,89052,Henderson,NV,"Las Vegas-Henderson-Paradise, NV"
33460,55384,Spring Park,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
34620,47305,Muncie,IN,"Muncie, IN"
NULL,28646,Linville,NC,NULL
37980,21915,Chesapeake City,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42660,98292,Stanwood,WA,"Seattle-Tacoma-Bellevue, WA"
15380,14085,Lake View,NY,"Buffalo-Cheektowaga, NY"
31080,92602,Irvine,CA,"Los Angeles-Long Beach-Anaheim, CA"
38060,85253,Scottsdale,AZ,"Phoenix-Mesa-Chandler, AZ"
14460,02762,Plainville,MA,"Boston-Cambridge-Newton, MA-NH"
NULL,05091,Woodstock,VT,NULL
10580,12204,Albany,NY,"Albany-Schenectady-Troy, NY"
27140,39286,Jackson,MS,"Jackson, MS"
31080,91605,North Hollywood,CA,"Los Angeles-Long Beach-Anaheim, CA"
35620,11939,East Marion,NY,"New York-Newark-Jersey City, NY-NJ-PA"
14460,02379,West Bridgewater,MA,"Boston-Cambridge-Newton, MA-NH"
47900,20785,Hyattsville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
22060,55057,Northfield,MN,"Faribault-Northfield, MN"
41620,84020,Draper,UT,"Salt Lake City, UT"
24940,29639,Due West,SC,"Greenwood, SC"
17020,95969,Paradise,CA,"Chico, CA"
NULL,09165,Apo,AE,NULL
25540,06109,Wethersfield,CT,"Hartford-East Hartford-Middletown, CT"
18880,32536,Crestview,FL,"Crestview-Fort Walton Beach-Destin, FL"
47900,20392,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
19100,75215,Dallas,TX,"Dallas-Fort Worth-Arlington, TX"
39740,19506,Bernville,PA,"Reading, PA"
38300,15240,Pittsburgh,PA,"Pittsburgh, PA"
42200,93103,Santa Barbara,CA,"Santa Maria-Santa Barbara, CA"
35620,08809,Clinton,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
35620,07065,Rahway,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
30780,72207,Cammack Village,AR,"Little Rock-North Little Rock-Conway, AR"
14100,17822,Danville,PA,"Bloomsburg-Berwick, PA"
16980,60077,Skokie,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
33100,33137,Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
29460,33805,Lakeland,FL,"Lakeland-Winter Haven, FL"
35620,07731,Howell,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
42540,18640,Pittston,PA,"Scranton--Wilkes-Barre, PA"
35620,10152,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,39854,Georgetown,GA,NULL
25540,06105,West Hartford,CT,"Hartford-East Hartford-Middletown, CT"
35620,07463,Waldwick,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
24580,54313,Green Bay,WI,"Green Bay, WI"
38300,15012,Belle Vernon,PA,"Pittsburgh, PA"
42660,98012,Mill Creek,WA,"Seattle-Tacoma-Bellevue, WA"
35620,07661,River Edge,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
31080,90638,La Mirada,CA,"Los Angeles-Long Beach-Anaheim, CA"
35620,07061,Plainfield,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
47900,20118,Middleburg,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
33100,33266,Miami Springs,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
17020,95973,Chico,CA,"Chico, CA"
19740,80224,Denver,CO,"Denver-Aurora-Lakewood, CO"
14460,02368,Randolph,MA,"Boston-Cambridge-Newton, MA-NH"
13460,97759,Black Butte Ranch,OR,"Bend, OR"
45300,33707,Gulfport,FL,"Tampa-St. Petersburg-Clearwater, FL"
NULL,09468,Apo,AE,NULL
36500,98512,Olympia,WA,"Olympia-Lacey-Tumwater, WA"
37980,21913,Cecilton,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
16860,37363,Ooltewah,TN,"Chattanooga, TN-GA"
37340,32976,Barefoot Bay,FL,"Palm Bay-Melbourne-Titusville, FL"
12300,04364,Winthrop,ME,"Augusta-Waterville, ME"
37900,61571,Washington,IL,"Peoria, IL"
37980,08068,Pemberton,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
41860,94561,Oakley,CA,"San Francisco-Oakland-Berkeley, CA"
NULL,26378,Jane Lew,WV,NULL
12060,30144,Kennesaw,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
31080,91376,Agoura Hills,CA,"Los Angeles-Long Beach-Anaheim, CA"
17020,95928,Chico,CA,"Chico, CA"
NULL,28675,Sparta,NC,NULL
37980,19050,Yeadon,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
33100,33449,Wellington,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
37980,19078,Ridley Park,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
41060,56369,Rockville,MN,"St. Cloud, MN"
36500,98516,Olympia,WA,"Olympia-Lacey-Tumwater, WA"
31080,90290,Topanga,CA,"Los Angeles-Long Beach-Anaheim, CA"
28420,99337,Kennewick,WA,"Kennewick-Richland, WA"
12220,36831,Auburn,AL,"Auburn-Opelika, AL"
48660,76310,Wichita Falls,TX,"Wichita Falls, TX"
26420,77063,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
16180,89701,Carson City,NV,"Carson City, NV"
22420,48557,Flint,MI,"Flint, MI"
16700,29406,Charleston,SC,"Charleston-North Charleston, SC"
29060,03237,Gilmanton,NH,"Laconia, NH"
47900,21714,Braddock Heights,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
31080,90056,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
41620,84118,Salt Lake City,UT,"Salt Lake City, UT"
19820,48307,Rochester,MI,"Detroit-Warren-Dearborn, MI"
19260,24527,Blairs,VA,"Danville, VA"
16980,60565,Naperville,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
27780,15955,Sidman,PA,"Johnstown, PA"
46500,43078,Urbana,OH,"Urbana, OH"
35620,11968,S Hampton,NY,"New York-Newark-Jersey City, NY-NJ-PA"
12100,08406,Ventnor,NJ,"Atlantic City-Hammonton, NJ"
38060,85283,Tempe,AZ,"Phoenix-Mesa-Chandler, AZ"
13620,03581,Gorham,NH,"Berlin, NH"
38860,04021,Cumberland,ME,"Portland-South Portland, ME"
13820,35253,Birmingham,AL,"Birmingham-Hoover, AL"
NULL,38556,Jamestown,TN,NULL
40580,27886,Tarboro,NC,"Rocky Mount, NC"
35700,85624,Patagonia,AZ,"Nogales, AZ"
27780,15930,Dunlo,PA,"Johnstown, PA"
43740,15552,Meyersdale,PA,"Somerset, PA"
17140,45042,Middletown,OH,"Cincinnati, OH-KY-IN"
38860,04073,Sanford,ME,"Portland-South Portland, ME"
48980,27894,Wilson,NC,"Wilson, NC"
35620,07070,Rutherford,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
35620,11385,Glendale,NY,"New York-Newark-Jersey City, NY-NJ-PA"
38300,15084,Tarentum,PA,"Pittsburgh, PA"
33140,46350,La Porte,IN,"Michigan City-La Porte, IN"
35620,10155,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
40140,92375,Redlands,CA,"Riverside-San Bernardino-Ontario, CA"
37980,19032,Folcroft,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
19100,76129,Fort Worth,TX,"Dallas-Fort Worth-Arlington, TX"
NULL,49946,Lanse,MI,NULL
NULL,96206,APO,AP,NULL
17900,29072,Lexington,SC,"Columbia, SC"
20100,19962,Magnolia,DE,"Dover, DE"
NULL,83530,Grangeville,ID,NULL
12100,08201,Absecon,NJ,"Atlantic City-Hammonton, NJ"
20260,55707,Barnum,MN,"Duluth, MN-WI"
12060,30348,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
16980,60441,Lockport,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
16060,62942,Grand Tower,IL,"Carbondale-Marion, IL"
16860,37414,Chattanooga,TN,"Chattanooga, TN-GA"
41700,78148,Universal City,TX,"San Antonio-New Braunfels, TX"
37500,72450,Paragould,AR,"Paragould, AR"
NULL,56283,Redwood Falls,MN,NULL
42660,98003,Federal Way,WA,"Seattle-Tacoma-Bellevue, WA"
43740,15510,Somerset,PA,"Somerset, PA"
25540,06085,Unionville,CT,"Hartford-East Hartford-Middletown, CT"
47020,77901,Victoria,TX,"Victoria, TX"
NULL,09710,Dpo,AE,NULL
NULL,41339,Jackson,KY,NULL
44420,24430,Craigsville,VA,"Staunton, VA"
47900,20303,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
28740,12409,Bearsville,NY,"Kingston, NY"
45940,08550,Princeton Jct,NJ,"Trenton-Princeton, NJ"
33460,55448,Minneapolis,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
29340,70669,Westlake,LA,"Lake Charles, LA"
20180,16858,Morrisdale,PA,"DuBois, PA"
36540,68132,Omaha,NE,"Omaha-Council Bluffs, NE-IA"
28140,64116,North Kansas City,MO,"Kansas City, MO-KS"
15380,14043,Depew,NY,"Buffalo-Cheektowaga, NY"
10580,12193,Westerlo,NY,"Albany-Schenectady-Troy, NY"
17140,45044,Liberty Twp,OH,"Cincinnati, OH-KY-IN"
14740,98366,Port Orchard,WA,"Bremerton-Silverdale-Port Orchard, WA"
31080,90043,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
19820,48329,Waterford,MI,"Detroit-Warren-Dearborn, MI"
20180,16833,Curwensville,PA,"DuBois, PA"
NULL,24354,Marion,VA,NULL
37980,19030,Fairless Hills,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
33700,95363,Patterson,CA,"Modesto, CA"
38060,85212,Mesa,AZ,"Phoenix-Mesa-Chandler, AZ"
NULL,23071,Hartfield,VA,NULL
45820,66614,Topeka,KS,"Topeka, KS"
35620,10547,Mohegan Lake,NY,"New York-Newark-Jersey City, NY-NJ-PA"
48900,28457,Rocky Point,NC,"Wilmington, NC"
26900,46203,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN"
12420,78673,Walburg,TX,"Austin-Round Rock-Georgetown, TX"
20900,77437,El Campo,TX,"El Campo, TX"
14460,02571,Wareham,MA,"Boston-Cambridge-Newton, MA-NH"
35620,07112,Newark,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
10740,87107,Los Ranchos,NM,"Albuquerque, NM"
27260,32097,Yulee,FL,"Jacksonville, FL"
20780,81637,Gypsum,CO,"Edwards, CO"
NULL,48413,Bad Axe,MI,NULL
40380,14616,Rochester,NY,"Rochester, NY"
17460,44011,Avon,OH,"Cleveland-Elyria, OH"
17140,45044,Liberty Township,OH,"Cincinnati, OH-KY-IN"
19820,48376,Novi,MI,"Detroit-Warren-Dearborn, MI"
46140,74129,Tulsa,OK,"Tulsa, OK"
14460,02053,Medway,MA,"Boston-Cambridge-Newton, MA-NH"
46100,37398,Winchester,TN,"Tullahoma-Manchester, TN"
NULL,22517,Mollusk,VA,NULL
35380,70123,New Orleans,LA,"New Orleans-Metairie, LA"
35620,08050,Manahawkin,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
35300,06535,New Haven,CT,"New Haven-Milford, CT"
37980,19089,Radnor,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
13980,24079,Copper Hill,VA,"Blacksburg-Christiansburg, VA"
20780,81621,Basalt,CO,"Edwards, CO"
36540,68130,Omaha,NE,"Omaha-Council Bluffs, NE-IA"
18140,43209,Bexley,OH,"Columbus, OH"
NULL,26866,Upper Tract,WV,NULL
35220,47362,New Castle,IN,"New Castle, IN"
41940,95160,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA"
46140,74105,Tulsa,OK,"Tulsa, OK"
12580,21061,Glenburnie,MD,"Baltimore-Columbia-Towson, MD"
NULL,68763,O' Neill,NE,NULL
35620,08008,Beach Haven,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
11900,45780,The Plains,OH,"Athens, OH"
NULL,04858,South Thomaston,ME,NULL
39780,96022,Cottonwood,CA,"Red Bluff, CA"
26540,46792,Warren,IN,"Huntington, IN"
NULL,82730,Upton,WY,NULL
31080,91384,Castaic,CA,"Los Angeles-Long Beach-Anaheim, CA"
NULL,67156,Winfield,KS,NULL
33100,33419,West Palm Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
49340,01607,Worcester,MA,"Worcester, MA-CT"
25420,17027,Grantham,PA,"Harrisburg-Carlisle, PA"
NULL,29102,Manning,SC,NULL
31080,91390,Santa Clarita,CA,"Los Angeles-Long Beach-Anaheim, CA"
33100,33166,Miami Springs,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
12060,30017,Grayson,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
15500,27216,Burlington,NC,"Burlington, NC"
45060,13209,Syracuse,NY,"Syracuse, NY"
22900,72956,Van Buren,AR,"Fort Smith, AR-OK"
40140,92240,Desert Hot Springs,CA,"Riverside-San Bernardino-Ontario, CA"
33460,55346,Eden Prairie,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
31080,90043,View Park,CA,"Los Angeles-Long Beach-Anaheim, CA"
29820,89139,Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV"
37980,19520,Elverson,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
35620,11942,East Quogue,NY,"New York-Newark-Jersey City, NY-NJ-PA"
20180,15801,Dubois,PA,"DuBois, PA"
15700,21835,Linkwood,MD,"Cambridge, MD"
11700,28729,Etowah,NC,"Asheville, NC"
29200,47906,W Lafayette,IN,"Lafayette-West Lafayette, IN"
40380,14437,Dansville,NY,"Rochester, NY"
19780,50321,Des Moines,IA,"Des Moines-West Des Moines, IA"
12060,30316,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
19820,48001,Algonac,MI,"Detroit-Warren-Dearborn, MI"
10420,44319,Akron,OH,"Akron, OH"
36420,73008,Bethany,OK,"Oklahoma City, OK"
31080,90058,Vernon,CA,"Los Angeles-Long Beach-Anaheim, CA"
34980,37083,Lafayette,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
39740,19539,Mertztown,PA,"Reading, PA"
15680,20626,Coltons Point,MD,"California-Lexington Park, MD"
33460,55115,Saint Paul,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
28020,49090,South Haven,MI,"Kalamazoo-Portage, MI"
45940,08620,Trenton,NJ,"Trenton-Princeton, NJ"
38060,85295,Gilbert,AZ,"Phoenix-Mesa-Chandler, AZ"
19820,48047,Chesterfield,MI,"Detroit-Warren-Dearborn, MI"
41700,78253,San Antonio,TX,"San Antonio-New Braunfels, TX"
46180,38843,Fulton,MS,"Tupelo, MS"
16980,60133,Hanover Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
26420,77012,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
47300,93292,Visalia,CA,"Visalia, CA"
29700,78043,Laredo,TX,"Laredo, TX"
37980,08038,Hancocks Bridge,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
17220,26354,Grafton,WV,"Clarksburg, WV"
NULL,15767,Punxsutawney,PA,NULL
11940,37329,Englewood,TN,"Athens, TN"
18140,45644,Kingston,OH,"Columbus, OH"
27260,32233,Atlantic Bch,FL,"Jacksonville, FL"
NULL,09142,APO,AE,NULL
NULL,34024,Dpo,AA,NULL
33100,33331,Davie,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
33100,33330,Southwest Ranches,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
34620,47304,Muncie,IN,"Muncie, IN"
36740,34737,Howey in the Hills,FL,"Orlando-Kissimmee-Sanford, FL"
13380,98248,Ferndale,WA,"Bellingham, WA"
38700,61769,Saunemin,IL,"Pontiac, IL"
29180,70501,Lafayette,LA,"Lafayette, LA"
26900,46184,Whiteland,IN,"Indianapolis-Carmel-Anderson, IN"
NULL,23927,Clarksville,VA,NULL
10740,87123,Albuquerque,NM,"Albuquerque, NM"
41860,94661,Oakland,CA,"San Francisco-Oakland-Berkeley, CA"
31080,91118,San Marino,CA,"Los Angeles-Long Beach-Anaheim, CA"
17820,80863,Woodland Park,CO,"Colorado Springs, CO"
45300,34607,Hernando Beach,FL,"Tampa-St. Petersburg-Clearwater, FL"
19820,48446,Lapeer,MI,"Detroit-Warren-Dearborn, MI"
33460,55045,Lindstrom,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
NULL,09012,Apo,AE,NULL
11700,28716,Canton,NC,"Asheville, NC"
19100,75040,Garland,TX,"Dallas-Fort Worth-Arlington, TX"
42940,37876,Sevierville,TN,"Sevierville, TN"
10500,31763,Leesburg,GA,"Albany, GA"
NULL,28777,Spruce Pine,NC,NULL
42860,29678,Seneca,SC,"Seneca, SC"
48260,43964,Toronto,OH,"Weirton-Steubenville, WV-OH"
12580,21018,Benson,MD,"Baltimore-Columbia-Towson, MD"
41060,56378,Sauk Centre,MN,"St. Cloud, MN"
25180,25402,Martinsburg,WV,"Hagerstown-Martinsburg, MD-WV"
12580,21218,Balitmore,MD,"Baltimore-Columbia-Towson, MD"
35620,07726,Manalapan Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
21820,99703,Fort Wainwright,AK,"Fairbanks, AK"
16980,53158,Pleasant Prairie,WI,"Chicago-Naperville-Elgin, IL-IN-WI"
33460,55443,Brooklyn Park,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
19100,75056,The Colony,TX,"Dallas-Fort Worth-Arlington, TX"
41900,00622,Boqueron,PR,"San Germ�n, PR"
37460,32411,Panama City,FL,"Panama City, FL"
48660,76389,Windthorst,TX,"Wichita Falls, TX"
15940,44714,Canton,OH,"Canton-Massillon, OH"
12060,30276,Senoia,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
35620,08852,Momouth Junction,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
16980,53181,Twin Lakes,WI,"Chicago-Naperville-Elgin, IL-IN-WI"
44660,74076,Stillwater,OK,"Stillwater, OK"
35620,08873,Franklin Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
47900,20705,Calverton,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
45780,43406,Bradner,OH,"Toledo, OH"
35620,10706,Hastings-on-Hudson,NY,"New York-Newark-Jersey City, NY-NJ-PA"
35620,10520,Croton-on-Hudson,NY,"New York-Newark-Jersey City, NY-NJ-PA"
12060,30084,tucker,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
41180,62260,Millstadt,IL,"St. Louis, MO-IL"
40140,92590,Temecula,CA,"Riverside-San Bernardino-Ontario, CA"
43340,71166,Shreveport,LA,"Shreveport-Bossier City, LA"
33100,33189,Cutler Bay,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
NULL,96921,Barrigada,GU,NULL
31080,91304,West Hills,CA,"Los Angeles-Long Beach-Anaheim, CA"
41860,94505,Discovery Bay,CA,"San Francisco-Oakland-Berkeley, CA"
46520,96803,Honolulu,HI,"Urban Honolulu, HI"
NULL,62441,Marshall,IL,NULL
42100,95005,Ben Lomond,CA,"Santa Cruz-Watsonville, CA"
47900,20769,Glendale,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
46140,74467,Wagoner,OK,"Tulsa, OK"
18180,03275,Suncook,NH,"Concord, NH"
30700,68528,Lincoln,NE,"Lincoln, NE"
47900,20024,Washington Dc,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
31860,56055,Lake Crystal,MN,"Mankato, MN"
19100,76112,Fort Worth,TX,"Dallas-Fort Worth-Arlington, TX"
47900,20874,"Germantown, Md",MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
31140,40210,Louisville,KY,"Louisville/Jefferson County, KY-IN"
20260,55810,Hermantown,MN,"Duluth, MN-WI"
35620,07827,Montague,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,30553,Lavonia,GA,NULL
NULL,09645,Fpo,AE,NULL
41180,62021,Dorsey,IL,"St. Louis, MO-IL"
29620,48831,Elsie,MI,"Lansing-East Lansing, MI"
19820,48086,Southfield,MI,"Detroit-Warren-Dearborn, MI"
41620,84124,Salt Lake Cty,UT,"Salt Lake City, UT"
NULL,04553,Newcastle,ME,NULL
47900,20009,Washington D.C.,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12060,30297,Forest Park,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
24340,49073,Nashville,MI,"Grand Rapids-Kentwood, MI"
28180,96756,Koloa,HI,"Kapaa, HI"
41100,84790,Saint George,UT,"St. George, UT"
14260,83641,Melba,ID,"Boise City, ID"
12580,21240,Bwi Airport,MD,"Baltimore-Columbia-Towson, MD"
41620,84121,Murray,UT,"Salt Lake City, UT"
24220,56523,Climax,MN,"Grand Forks, ND-MN"
35620,07010,"Cliffside  Park ",NJ,"New York-Newark-Jersey City, NY-NJ-PA"
31700,03468,West Peterborough,NH,"Manchester-Nashua, NH"
16980,60201,EVANSTON,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
47900,20769,Glenn dale,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
37100,93020,Moorpark,CA,"Oxnard-Thousand Oaks-Ventura, CA"
NULL,86504,"Fort Defiance ",AZ,NULL
12580,21122,Lake Shore,MD,"Baltimore-Columbia-Towson, MD"
33100,33430,Belle Glade,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
38060,85264,Fort Mcdowell,AZ,"Phoenix-Mesa-Chandler, AZ"
NULL,45435,Dayton,OH,NULL
NULL,05353,Townshend,VT,NULL
33100,33316,Ft Lauderdale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
47900,20472,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
19100,75266,Dallas,TX,"Dallas-Fort Worth-Arlington, TX"
NULL,04676,Sedgwick,ME,NULL
40060,23242,Richmond,VA,"Richmond, VA"
39820,96084,Round Mountain,CA,"Redding, CA"
27060,13068,Freeville,NY,"Ithaca, NY"
37260,32177,Palatka,FL,"Palatka, FL"
36740,32798,Zellwood,FL,"Orlando-Kissimmee-Sanford, FL"
35620,11429,Jamaica,NY,"New York-Newark-Jersey City, NY-NJ-PA"
14460,02203,Boston,MA,"Boston-Cambridge-Newton, MA-NH"
21580,87522,Chimayo,NM,"Espa�ola, NM"
26900,46218,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN"
40220,24017,Roanoke,VA,"Roanoke, VA"
35620,11950,Mastic,NY,"New York-Newark-Jersey City, NY-NJ-PA"
34980,37015,Ashland City,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
NULL,98672,White Salmon,WA,NULL
10580,12020,Malta,NY,"Albany-Schenectady-Troy, NY"
NULL,04976,Skowhegan,ME,NULL
12420,76574,Taylor,TX,"Austin-Round Rock-Georgetown, TX"
25420,17047,Loysville,PA,"Harrisburg-Carlisle, PA"
35840,34216,Anna Maria,FL,"North Port-Sarasota-Bradenton, FL"
47260,27938,Gatesville,NC,"Virginia Beach-Norfolk-Newport News, VA-NC"
NULL,38471,Lutts,TN,NULL
NULL,24944,Green Bank,WV,NULL
41980,00970,Guaynabo,PR,"San Juan-Bayam�n-Caguas, PR"
39060,17949,Mahanoy Plane,PA,"Pottsville, PA"
NULL,25653,Wilkinson,WV,NULL
16980,60131,Franklin Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
16980,60118,East Dundee,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
37980,19192,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42660,98064,Kent,WA,"Seattle-Tacoma-Bellevue, WA"
17980,31831,Waverly Hall,GA,"Columbus, GA-AL"
35620,11105,Long Island City,NY,"New York-Newark-Jersey City, NY-NJ-PA"
47900,22227,Arlington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
38300,15265,Pittsburgh,PA,"Pittsburgh, PA"
41980,00792,Humacao,PR,"San Juan-Bayam�n-Caguas, PR"
26900,47448,Nashville,IN,"Indianapolis-Carmel-Anderson, IN"
41860,94140,San Francisco,CA,"San Francisco-Oakland-Berkeley, CA"
NULL,05151,Perkinsville,VT,NULL
26860,15954,Seward,PA,"Indiana, PA"
44420,24467,Mount Sidney,VA,"Staunton, VA"
38300,15237,Mc Knight,PA,"Pittsburgh, PA"
42660,98401,Tacoma,WA,"Seattle-Tacoma-Bellevue, WA"
15380,14261,Buffalo,NY,"Buffalo-Cheektowaga, NY"
35620,10260,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
40060,23273,Richmond,VA,"Richmond, VA"
22020,56561,Moorhead,MN,"Fargo, ND-MN"
10740,87103,Albuquerque,NM,"Albuquerque, NM"
18880,32439,Freeport,FL,"Crestview-Fort Walton Beach-Destin, FL"
47900,20376,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12300,04350,Litchfield,ME,"Augusta-Waterville, ME"
15260,31543,Hortense,GA,"Brunswick, GA"
37100,93062,Simi Valley,CA,"Oxnard-Thousand Oaks-Ventura, CA"
49340,06247,Hampton,CT,"Worcester, MA-CT"
NULL,45418,Dayton,OH,NULL
41700,78148,Universal Cty,TX,"San Antonio-New Braunfels, TX"
11540,53014,Chilton,WI,"Appleton, WI"
47380,76701,Waco,TX,"Waco, TX"
NULL,24315,Bland,VA,NULL
17420,37320,Cleveland,TN,"Cleveland, TN"
NULL,30401,Swainsboro,GA,NULL
NULL,86312,Prescott Valley,AZ,NULL
25540,06016,Broad Brook,CT,"Hartford-East Hartford-Middletown, CT"
36740,34743,Kissimmee,FL,"Orlando-Kissimmee-Sanford, FL"
